sku_id, annual_units, case_pct, min_each_cases,units_case,case_pallet
38761.9,1123,0,2,8,45
23239,1122,0,2,16,45
18074,1102,0,2,28,45
41603,1097,0,2,0,45
12133.1,1095,0,2,120,45
31055,1094,0,2,150,45
33568,1087,0,2,110,45
21934,1083,0,2,16,45
10264.1,1076,0,2,120,45
12975.1,1069,0,2,110,45
21931,1066,0,2,28,45
21956,1065,0,2,22,45
10152.1,1063,0,2,140,45
12149,1058,0,2,52,45
27594.9,1056,0,2,10,45
14870.1,1055,0,2,68,45
21932,1054,0,2,22,45
16982,1048,0,2,56,45
23238,1044,0,2,16,45
10268.1,1043,0,2,150,45
38983.9,1042,0,2,9,45
18075,1036,0,2,24,45
11230.1,1031,0,2,140,45
11246.1,1030,0,2,160,45
10170.1,1028,0,2,140,45
39924,1028,0,2,68,45
14493,1022,0,2,216,45
14294,1020,0,2,20,45
41357,1020,0,2,110,45
16235.9,1020,0,2,10,45
38984.9,1018,0,2,10,45
40159,1013,0,2,40,45
40160,1013,0,2,40,45
40161,1012,0,2,60,45
11238.1,1005,0,2,75,45
40156,1003,0,2,110,45
40158,1003,0,2,80,45
40157,1002,0,2,100,45
40117,1001,0,2,70,45
21935,1001,0,2,18,45
27595.9,998,0,2,10,45
21942,997,0,2,16,45
40118,996,0,2,68,45
21939,994,0,2,18,45
27596.9,993,0,2,12,45
40146.9,992,0,2,9,45
40147.9,992,0,2,10,45
14277,991,0,2,75,45
14341,991,0,2,6,45
22162,990,0,2,14,45
11255.1,985,0,2,140,45
40140.9,981,0,2,10,45
40141.9,981,0,2,11,45
33877,978,0,2,20,45
11231.1,974,0,2,140,45
24408,974,0,2,36,45
11232.1,971,0,2,140,45
41151,971,0,2,1001,45
33889,967,0,2,25,45
21950,963,0,2,14,45
12627.1,960,0,2,100,45
41148,960,0,2,1001,45
11240.1,955,0,2,110,45
31767,954,0,2,150,45
14653.9,954,0,2,26,45
38985.9,952,0,2,11,45
12418,952,0,2,46,45
21598,951,0,2,45,45
39925,946,0,2,68,45
40144.9,945,0,2,8,45
40145.9,945,0,2,12,45
40148.9,944,0,2,12,45
40149.9,944,0,2,10,45
11239.1,941,0,2,120,45
39063,939,0,2,450,45
31295.9,937,0,2,10,45
12140,936,0,2,72,45
40138.9,935,0,2,14,45
40139.9,935,0,2,11,45
40142.9,935,0,2,12,45
40143.9,935,0,2,8,45
33563,935,0,2,3500,45
11256.1,933,0,2,100,45
31070,933,0,2,75,45
41150,931,0,2,957,45
40119,930,0,2,70,45
41152,930,0,2,957,45
11248.1,921,0,2,140,45
39923,921,0,2,80,45
41147,921,0,2,957,45
41149,921,0,2,957,45
38977.9,920,0,2,10,45
39908,920,0,2,320,45
34824,919,0,2,216,45
12178,917,0,2,75,45
27612.9,917,0,2,11,45
38978.9,916,0,2,11,45
21940,915,0,2,18,45
38981.9,914,0,2,8,45
36044,912,0,2,1000,45
39905,910,0,2,320,45
21941,906,0,2,16,45
11222.1,904,0,2,140,45
14288,902,0,2,12,45
22161,901,0,2,14,45
38982.9,900,0,2,11,45
22159,900,0,2,18,45
38986.9,899,0,2,9,45
22160,897,0,2,20,45
36045,894,0,2,900,45
27613.9,894,0,2,10,45
38979.9,891,0,2,10,45
11247.1,891,0,2,140,45
38980.9,888,0,2,8,45
14652.9,884,0,2,30,45
14598.1,882,0,2,204,45
10266.1,880,0,2,140,45
39907,880,0,2,320,45
39909,880,0,2,320,45
12134.1,879,0,2,130,45
22163,872,0,2,16,45
10267.1,871,0,2,150,45
39906,871,0,2,470,45
34822,869,0,2,200,45
18080,864,0,2,20,45
26321,862,0,2,200,45
14317,860,0,2,70,45
19470,858,0,2,16,45
16169.9,857,0,2,30,45
37733,854,0,2,500,45
12417,852,0,2,46,45
19468,852,0,2,28,45
40000,850,0,2,0,45
40001,850,0,2,0,45
19472,850,0,2,18,45
31296.9,850,0,2,11,45
19469,849,0,2,22,45
38975.9,848,0,2,13,45
19491,847,0,2,108,45
31548,846,0,2,8,45
19471,846,0,2,16,45
31546,845,0,2,9,45
31547,845,0,2,50,45
18081,845,0,2,22,45
12125.1,843,0,2,150,45
38976.9,841,0,2,10,45
10274.1,836,0,2,120,45
34836,836,0,2,750,45
38521.T,835,0,2,8,45
21943,834,0,2,16,45
39640,830,0,2,0,45
21948,830,0,2,50,45
37734,829,0,2,500,45
38520.T,828,0,2,9,45
40043,828,0,2,2000,45
19467,825,0,2,30,45
20699,820,0,2,76,45
15045.1,815,0,2,120,45
34844,812,0,2,800,45
37735,810,0,2,500,45
33894,810,0,2,20,45
27614.9,806,0,2,11,45
26185,805,0,2,100,45
21936,805,0,2,20,45
34839,803,0,2,900,45
34060.9,802,0,2,16,45
36046,802,0,2,800,45
41359,798,0,2,110,45
34061.9,797,0,2,16,45
14640,796,0,2,12,45
34062.9,794,0,2,20,45
14292,791,0,2,24,45
36083,791,0,2,1010,45
10147.1,790,0,2,100,45
34063.9,789,0,2,16,45
10142.1,786,0,2,100,45
31304.9,780,0,2,28,45
38547,774,0,2,2700,45
21944,770,0,2,14,45
22158,767,0,2,20,45
11223.1,761,0,2,140,45
31297.9,759,0,2,10,45
37740,758,0,2,500,45
31014,755,0,2,650,45
31015,755,0,2,650,45
31016,755,0,2,650,45
11224.1,753,0,2,140,45
38519.T,748,0,2,9,45
14639,744,0,2,20,45
34715,743,0,2,500,45
34838,741,0,2,1100,45
40120,741,0,2,75,45
10157.1,738,0,2,140,45
15044.1,735,0,2,100,45
34837,734,0,2,1000,45
21938,732,0,2,22,45
36063.9,732,0,2,175,45
31056,731,0,2,150,45
21949,731,0,2,40,45
10162.1,727,0,2,140,45
18077,725,0,2,18,45
18076,721,0,2,18,45
10263.1,718,0,2,120,45
34841,718,0,2,900,45
39517,715,0,2,0,45
34840,714,0,2,800,45
14844.1,714,0,2,72,45
18083,713,0,2,18,45
19492,710,0,2,88,45
40162,708,0,2,34,45
40163,705,0,2,58,45
40164,705,0,2,86,45
36069.9,701,0,2,250,45
38762.9,699,0,2,12,45
14279,696,0,2,90,45
14340,696,0,2,8,45
38758.9,695,0,2,13,45
38755.9,694,0,2,14,45
38756.9,694,0,2,12,45
34058.9,694,0,2,16,45
38757.9,693,0,2,11,45
34059.9,691,0,2,16,45
35166,688,0,2,24,45
38760.9,688,0,2,8,45
40675,688,0,2,100,45
38759.9,686,0,2,12,45
40150.9,686,0,2,8,45
40151.9,686,0,2,11,45
38420,686,0,2,250,45
21937,686,0,2,18,45
20090,677,0,2,110,45
39994,676,0,2,0,45
39995,676,0,2,0,45
34842,676,0,2,1100,45
27597.9,676,0,2,11,45
19493,675,0,2,88,45
31305.9,674,0,2,38,45
21945,673,0,2,18,45
36039,670,0,2,875,45
20138,670,0,2,14,45
36968,669,0,2,500,45
40006,666,0,2,0,45
31035,666,0,2,700,45
41153,666,0,2,726,45
22164,664,0,2,16,45
38764.9,663,0,2,10,45
27615.9,663,0,2,25,45
38763.9,660,0,2,10,45
10273.1,657,0,2,140,45
31066,657,0,2,225,45
31068,656,0,2,225,45
36084,656,0,2,1010,45
14553.9,656,0,2,24,45
36969,650,0,2,518,45
22165,650,0,2,16,45
40121,648,0,2,70,45
10262.1,645,0,2,120,45
34843,645,0,2,800,45
16236.9,645,0,2,12,45
36064.9,643,0,2,175,45
22166,642,0,2,18,45
40152.9,637,0,2,8,45
40153.9,637,0,2,11,45
40154.9,637,0,2,8,45
40155.9,637,0,2,11,45
20140,635,0,2,14,45
18082,633,0,2,18,45
36070.9,633,0,2,175,45
38966.9,633,0,2,12,45
38967.9,633,0,2,10,45
20076,631,0,2,40,45
31294.9,630,0,2,10,45
10151.1,629,0,2,120,45
38766.9,628,0,2,10,45
39910,628,0,2,510,45
39064,627,0,2,220,45
41154,623,0,2,682,45
41155,623,0,2,682,45
38765.9,621,0,2,11,45
38968.9,621,0,2,9,45
27598.9,620,0,2,13,45
36536,617,0,2,200,45
34848,615,0,2,600,45
33890,615,0,2,20,45
38969.9,614,0,2,10,45
38987.9,612,0,2,8,45
38988.9,612,0,2,12,45
12634,604,0,2,38,45
16526.9,604,0,2,25,45
23236,604,0,2,16,45
20084,603,0,2,90,45
20091,603,0,2,96,45
38970.9,599,0,2,10,45
19475,595,0,2,20,45
21946,594,0,2,16,45
33870.9,594,0,2,9,45
34845,593,0,2,600,45
10167.1,592,0,2,140,45
21947,592,0,2,18,45
16522.9,590,0,2,12,45
19483,590,0,2,44,45
35167,588,0,2,24,45
39911,586,0,2,470,45
39912,586,0,2,470,45
15192.9,586,0,2,34,45
36065.9,582,0,2,175,45
16237.9,580,0,2,9,45
41623,579,0,2,18,45
27616.9,578,0,2,26,45
34847,576,0,2,600,45
12689.9,576,0,2,36,45
10272.1,575,0,2,120,45
33871.9,573,0,2,9,45
16521.9,571,0,2,18,45
12636,569,0,2,48,45
38890,568,0,2,7271,45
27593.9,568,0,2,11,45
20092,563,0,2,100,45
19474,562,0,2,20,45
41761,560,0,2,45,45
16527.9,559,0,2,25,45
10260.1,557,0,2,140,45
41172,556,0,2,50,45
41173,556,0,2,50,45
41174,556,0,2,50,45
24212.9,556,0,2,10,45
34816,554,0,2,36,45
12690.9,554,0,2,36,45
36071.9,552,0,2,175,45
19473,551,0,2,20,45
19477,548,0,2,100,45
27599.9,548,0,2,13,45
31293.9,547,0,2,11,45
43244,541,0,2,160,45
16528.9,541,0,2,16,45
23237,541,0,2,20,45
34714,540,0,2,500,45
15189.9,540,0,2,38,45
27592.9,539,0,2,12,45
17480.9,538,0,2,36,45
27617.9,533,0,2,24,45
41604,531,0,2,75,45
41711,531,0,2,650,45
41712,531,0,2,650,45
41713,531,0,2,650,45
34849,529,0,2,600,45
36040,529,0,2,875,45
16238.9,529,0,2,10,45
15191.9,525,0,2,32,45
16168.9,522,0,2,32,45
31292.9,521,0,2,12,45
38971.9,518,0,2,10,45
24319,517,0,2,150,45
19482,517,0,2,50,45
36535,515,0,2,150,45
33872.9,514,0,2,9,45
42381,511,0,2,150,45
36038,510,0,2,875,45
18021.9,506,0,2,9,45
34851,505,0,2,450,45
14554.9,503,0,2,26,45
38554,498,0,2,2000,45
18078,496,0,2,18,45
27756,495,0,2,25,45
16234.9,494,0,2,10,45
34853,493,0,2,800,45
20085,492,0,2,100,45
16233.9,490,0,2,9,45
34846,489,0,2,600,45
14555.9,488,0,2,22,45
10166.1,487,0,2,140,45
27591.9,483,0,2,12,45
23235,482,0,2,18,45
16524.9,481,0,2,9,45
38989.9,480,0,2,8,45
20139,479,0,2,14,45
16232.9,476,0,2,9,45
16520.9,476,0,2,28,45
10261.1,475,0,2,120,45
34850,474,0,2,450,45
11229.1,470,0,2,150,45
14847.1,468,0,2,72,45
31303.9,468,0,2,32,45
38990.9,466,0,2,10,45
23320,466,0,2,16,45
28784,465,0,2,18,45
10146.1,463,0,2,120,45
21928,455,0,2,100,45
24217.9,454,0,2,5,45
31306.9,453,0,2,13,45
18079,452,0,2,18,45
20086,452,0,2,120,45
42504,450,0,2,70,45
11253.1,448,0,2,150,45
24215.9,447,0,2,11,45
11237.1,447,0,2,140,45
16523.9,446,0,2,12,45
24213.9,445,0,2,9,45
33884.9,445,0,2,14,45
38991.9,444,0,2,8,45
39952,443,0,2,700,45
27611.9,443,0,2,12,45
13140,442,0,2,8,45
37743,442,0,2,250,45
12155,441,0,2,7,45
12156,441,0,2,85,45
16525.9,441,0,2,10,45
13139,440,0,2,8,45
12160,439,0,2,7,45
12161,439,0,2,50,45
10141.1,439,0,2,140,45
20075,438,0,2,50,45
20068,437,0,2,20,45
28786,437,0,2,18,45
14849.1,436,0,2,70,45
38469,433,0,2,200,45
24214.9,433,0,2,10,45
12419,432,0,2,44,45
12691.9,432,0,2,34,45
31594.9,430,0,2,12,45
24216.9,429,0,2,12,45
38992.9,429,0,2,10,45
17479.9,429,0,2,40,45
23241,428,0,2,16,45
28782,427,0,2,28,45
33883.9,427,0,2,14,45
39206,426,0,2,125,45
11313,424,0,2,1000,45
16983,424,0,2,56,45
33869.9,424,0,2,10,45
31595.9,423,0,2,10,45
18084,423,0,2,18,45
19476,422,0,2,96,45
24218.9,420,0,2,6,45
32000,420,0,2,250,45
16231.9,420,0,2,9,45
24219.9,416,0,2,12,45
40116,414,0,2,230,45
11257.1,412,0,2,150,45
14848.1,412,0,2,72,45
31596.9,410,0,2,9,45
14845.1,407,0,2,72,45
16170.9,407,0,2,32,45
36041,406,0,2,900,45
36047,406,0,2,800,45
36066.9,406,0,2,175,45
31598.9,405,0,2,12,45
10161.1,403,0,2,120,45
22510,402,0,2,450,45
36042,401,0,2,900,45
24388,400,0,2,18,45
31302.9,400,0,2,42,45
31599.9,399,0,2,9,45
34852,398,0,2,450,45
40045,398,0,2,500,45
36043,397,0,2,900,45
37611,396,0,2,45,45
24220.9,395,0,2,10,45
27847,394,0,2,16,45
31597.9,394,0,2,10,45
12420,393,0,2,42,45
10156.1,391,0,2,140,45
33885.9,389,0,2,14,45
36048,386,0,2,800,45
39953,385,0,2,300,45
27846,383,0,2,12,45
31600.9,379,0,2,9,45
27895.9,375,0,2,15,45
27896.9,375,0,2,10,45
41620,374,0,2,18,45
41621,374,0,2,18,45
41622,374,0,2,18,45
18020.9,374,0,2,10,45
33868.9,374,0,2,9,45
24221.9,373,0,2,9,45
36049,372,0,2,800,45
36072.9,372,0,2,175,45
36085,369,0,2,1010,45
18085,369,0,2,18,45
31601.9,368,0,2,12,45
11241.1,368,0,2,140,45
11252.1,361,0,2,100,45
24222.9,360,0,2,13,45
11219.1,360,0,2,150,45
20697,360,0,2,80,45
20700,360,0,2,70,45
36073.9,359,0,2,175,45
23242,357,0,2,16,45
33672,353,0,2,648,45
14299.1,351,0,2,19,45
11242.1,350,0,2,140,45
31301.9,348,0,2,34,45
36074.9,347,0,2,175,45
33896.9,347,0,2,15,45
23243,343,0,2,18,45
24390,342,0,2,20,45
24223.9,341,0,2,10,45
42353,337,0,2,24,45
27898.9,336,0,2,15,45
10269.1,336,0,2,140,45
11228.1,335,0,2,150,45
24389,335,0,2,16,45
11258.1,334,0,2,150,45
12945,333,0,2,60,45
37741,330,0,2,250,45
27897.9,326,0,2,9,45
12946,326,0,2,60,45
24224.9,324,0,2,10,45
36067.9,324,0,2,175,45
12144.9,323,0,2,50,45
11236.1,322,0,2,140,45
20698,322,0,2,80,45
11243.1,321,0,2,140,45
20067,314,0,2,24,45
12635,312,0,2,44,45
27893.9,310,0,2,11,45
31914,310,0,2,175,45
27610.9,309,0,2,26,45
28785,307,0,2,16,45
27894.9,305,0,2,12,45
11259.1,305,0,2,140,45
10276.1,304,0,2,150,45
10277.1,303,0,2,150,45
12145.9,303,0,2,50,45
24225.9,301,0,2,12,45
27891.9,301,0,2,10,45
27892.9,301,0,2,10,45
12947,301,0,2,52,45
27899.9,300,0,2,12,45
27900.9,300,0,2,12,45
31948,300,0,2,1375,45
11215.9,298,0,2,105,45
31604.9,297,0,2,12,45
28783,296,0,2,16,45
30494.9,296,0,2,36,45
27901.9,295,0,2,15,45
27902.9,295,0,2,12,45
34183.9,294,0,2,9,45
34184.9,293,0,2,13,45
11220.1,292,0,2,150,45
20078.9,291,0,2,11,45
41450,290,0,2,250,45
33902,290,0,2,24,45
31605.9,289,0,2,10,45
31067,289,0,2,225,45
31602.9,288,0,2,10,45
31069,288,0,2,225,45
24226.9,287,0,2,10,45
38548,286,0,2,2000,45
34185.9,284,0,2,11,45
34186.9,284,0,2,10,45
34833,284,0,2,645,45
12129.9,282,0,2,175,45
34179.9,281,0,2,10,45
34180.9,281,0,2,11,45
31603.9,280,0,2,10,45
34181.9,280,0,2,13,45
34182.9,280,0,2,11,45
34828,280,0,2,1095,45
19490,280,0,2,24,45
11221.1,278,0,2,140,45
43939,278,0,2,400,45
14846.1,278,0,2,82,45
42352,276,0,2,26,45
33876,275,0,2,20,45
12130.9,274,0,2,210,45
12628.1,273,0,2,80,45
12146.9,271,0,2,50,45
34187.9,270,0,2,13,45
34188.9,270,0,2,10,45
34825,270,0,2,440,45
12143.9,269,0,2,54,45
34829,269,0,2,1095,45
23501.9,267,0,2,160,45
41358,266,0,2,0,45
31298.9,266,0,2,10,45
30493.9,265,0,2,40,45
31307.9,264,0,2,36,45
34827,262,0,2,1095,45
14275,261,0,2,8,45
14276,261,0,2,80,45
38545,260,0,2,18,45
30495.9,259,0,2,36,45
27848,258,0,2,12,45
38544,258,0,2,550,45
38546,258,0,2,600,45
19489,258,0,2,26,45
22305,256,0,2,18,45
27849,254,0,2,16,45
41759,254,0,2,2300,45
41850,254,0,2,2275,45
30496.9,254,0,2,36,45
33882.9,253,0,2,15,45
39673,252,0,2,4500,45
30497.9,252,0,2,36,45
27850,251,0,2,12,45
38542,251,0,2,1,45
38972.9,251,0,2,11,45
31380,250,0,2,1500,45
40127,250,0,2,0,45
34177.9,249,0,2,14,45
34178.9,249,0,2,10,45
11244.1,249,0,2,100,45
38537,249,0,2,20,45
38538,249,0,2,32,45
38539,249,0,2,15,45
38540,249,0,2,13,45
38543,249,0,2,2750,45
38618,249,0,2,2000,45
31299.9,248,0,2,14,45
36068.9,248,0,2,175,45
11245.1,247,0,2,140,45
27851,246,0,2,16,45
40125,241,0,2,0,45
23508.9,241,0,2,225,45
20685.9,240,0,2,260,45
41606,239,0,2,250,45
41634,239,0,2,250,45
12421,238,0,2,46,45
23319,238,0,2,17,45
34826,232,0,2,1095,45
24036,230,0,2,175,45
23509.9,230,0,2,225,45
23502.9,228,0,2,160,45
30498.9,228,0,2,36,45
27609.9,226,0,2,34,45
12131.9,225,0,2,200,45
10275.1,222,0,2,80,45
24393,222,0,2,18,45
27689.9,220,0,2,10,45
24392,220,0,2,16,45
31300.9,220,0,2,12,45
23246.9,219,0,2,12,45
23503.9,218,0,2,110,45
27691.9,217,0,2,10,45
19495,216,0,2,88,45
11661,215,0,2,8,45
11662,215,0,2,120,45
13387,215,0,2,8,45
12142.9,213,0,2,60,45
39461,213,0,2,35,45
27690.9,210,0,2,14,45
27692.9,210,0,2,13,45
20066,209,0,2,30,45
36051,208,0,2,300,45
34830,207,0,2,775,45
20111.9,207,0,2,21,45
26180,205,0,2,3,45
26527,205,0,2,225,45
23321,205,0,2,16,45
20107.9,204,0,2,11,45
34831,202,0,2,775,45
20079.9,202,0,2,10,45
23510.9,202,0,2,225,45
12128.9,201,0,2,175,45
39951,199,0,2,200,45
10270.1,198,0,2,140,45
20687.9,198,0,2,200,45
34832,197,0,2,775,45
41449,195,0,2,250,45
14319,193,0,2,12,45
16514.9,192,0,2,9,45
20093,192,0,2,80,45
33873.9,190,0,2,9,45
18018.9,189,0,2,14,45
16978.9,187,0,2,100,45
12416,186,0,2,44,45
20686.9,186,0,2,260,45
14425,185,0,2,80,45
36052,184,0,2,300,45
11218.9,182,0,2,75,45
40126,182,0,2,0,45
16979.9,182,0,2,100,45
11213.9,180,0,2,135,45
16980.9,180,0,2,100,45
10271.1,179,0,2,140,45
20082.9,179,0,2,24,45
12631.9,178,0,2,30,45
31261,178,0,2,300,45
12996.9,177,0,2,30,45
20080.9,177,0,2,10,45
38549,176,0,2,1700,45
14322,175,0,2,19,45
27693.9,174,0,2,10,45
27694.9,173,0,2,13,45
31308.9,171,0,2,50,45
30719,170,0,2,48,45
12632.9,170,0,2,30,45
27603.9,168,0,2,32,45
19478,166,0,2,100,45
31606.9,165,0,2,10,45
39990.9,164,0,2,0,45
39991.9,164,0,2,0,45
31607.9,162,0,2,12,45
30720,161,0,2,50,45
12948,160,0,2,66,45
14424,158,0,2,70,45
38885,158,0,2,1756,45
16513.9,158,0,2,9,45
38768.9,157,0,2,11,45
36050,157,0,2,300,45
38767.9,156,0,2,8,45
31073,156,0,2,2100,45
39986.9,155,0,2,0,45
39987.9,155,0,2,0,45
39992.9,155,0,2,0,45
39993.9,155,0,2,0,45
12141.9,155,0,2,62,45
39984.9,154,0,2,0,45
39985.9,154,0,2,0,45
12147.9,154,0,2,68,45
12995.9,154,0,2,34,45
31039,154,0,2,80,45
18019.9,154,0,2,9,45
41470,153,0,2,750,45
12132.9,152,0,2,180,45
16515.9,152,0,2,9,45
38973.9,152,0,2,11,45
38769.9,151,0,2,9,45
38770.9,151,0,2,11,45
38771.9,151,0,2,8,45
38772.9,151,0,2,11,45
38974.9,151,0,2,11,45
39998,150,0,2,0,45
39999,150,0,2,0,45
40008,150,0,2,0,45
11212.9,150,0,2,105,45
12633.9,150,0,2,20,45
17553,150,0,2,250,45
29604,150,0,2,1650,45
31724,150,0,2,300,45
19433,150,0,2,100,45
16516.9,149,0,2,9,45
41474,148,0,2,900,45
20113.9,148,0,2,20,45
39982.9,147,0,2,0,45
39983.9,147,0,2,0,45
23247.9,147,0,2,12,45
28788,147,0,2,16,45
41469,146,0,2,750,45
41471,145,0,2,750,45
20112.9,145,0,2,21,45
12415,144,0,2,62,45
31041,144,0,2,100,45
12127.9,143,0,2,110,45
31075,143,0,2,2100,45
34124,143,0,2,150,45
38883,143,0,2,200,45
38888,143,0,2,100,45
20110.9,143,0,2,12,45
33897,143,0,2,20,45
31071,142,0,2,2100,45
31079,142,0,2,2100,45
41468,142,0,2,750,45
20081.9,142,0,2,24,45
11216.9,141,0,2,104,45
31037,141,0,2,80,45
31040,141,0,2,75,45
33881.9,141,0,2,19,45
20688.9,140,0,2,225,45
31309.9,140,0,2,38,45
31074,139,0,2,2100,45
27604.9,139,0,2,34,45
12630.1,138,0,2,100,45
31045,138,0,2,100,45
11233.1,136,0,2,140,45
19431,135,0,2,96,45
23248.9,135,0,2,11,45
20094,134,0,2,80,45
31608.9,133,0,2,9,45
31072,133,0,2,2100,45
19432,132,0,2,100,45
31038,131,0,2,80,45
33886.9,131,0,2,14,45
23249.9,130,0,2,12,45
36537,129,0,2,200,45
16981.9,129,0,2,110,45
11217.9,128,0,2,105,45
31048,128,0,2,90,45
41760,127,0,2,250,45
20109.9,127,0,2,10,45
31610.9,126,0,2,8,45
41473,125,0,2,900,45
28789,125,0,2,20,45
30499.9,125,0,2,36,45
12414,124,0,2,74,45
31077,124,0,2,2100,45
31609.9,123,0,2,10,45
31043,123,0,2,90,45
31078,123,0,2,2100,45
20108.9,122,0,2,10,45
31044,121,0,2,120,45
31076,121,0,2,2100,45
41467,121,0,2,750,45
30715,120,0,2,40,45
31611.9,120,0,2,10,45
12148.9,120,0,2,56,45
31042,120,0,2,75,45
39988.9,119,0,2,0,45
39989.9,119,0,2,0,45
41466,119,0,2,750,45
20083.9,118,0,2,20,45
27605.9,118,0,2,38,45
20095,117,0,2,80,45
33874.9,117,0,2,10,45
27818,116,0,2,250,45
31050,116,0,2,120,45
31059,116,0,2,80,45
19494,116,0,2,88,45
39996,115,0,2,0,45
39997,115,0,2,0,45
40007,115,0,2,0,45
31046,115,0,2,90,45
19496,115,0,2,80,45
31054,114,0,2,100,45
41757,114,0,2,32,45
14556.9,114,0,2,220,45
28788.9,114,0,2,20,45
11234.1,113,0,2,140,45
31049,113,0,2,120,45
42385,113,0,2,1000,45
20105.9,112,0,2,30,45
20106.9,112,0,2,22,45
27904.9,111,0,2,13,45
30717,111,0,2,50,45
27903.9,110,0,2,10,45
30716,110,0,2,70,45
26179,110,0,2,6,45
20137.9,109,0,2,11,45
33875.9,109,0,2,10,45
10149.9,108,0,2,110,45
30718,107,0,2,48,45
31047,107,0,2,90,45
28787,107,0,2,14,45
31061,106,0,2,100,45
38884,106,0,2,225,45
38889,106,0,2,100,45
20069.9,106,0,2,9,45
33888.9,106,0,2,13,45
12126.9,105,0,2,150,45
12133.9,105,0,2,190,45
12149.9,105,0,2,54,45
37742,105,0,2,250,45
12629.1,104,0,2,100,45
26178,104,0,2,20,45
28784.9,104,0,2,19,45
28787.9,104,0,2,18,45
31057,103,0,2,80,45
28785.9,103,0,2,20,45
33887.9,102,0,2,14,45
12947.9,101,0,2,50,45
27907.9,100,0,2,10,45
27908.9,100,0,2,13,45
10154.9,100,0,2,110,45
31060,100,0,2,80,45
31065,100,0,2,80,45
10148.9,99,0,2,130,45
12946.9,99,0,2,56,45
23318,99,0,2,16,45
28782.9,99,0,2,22,45
28789.9,99,0,2,23,45
27905.9,97,0,2,10,45
27906.9,97,0,2,13,45
10144.9,97,0,2,105,45
31052,97,0,2,90,45
31053,97,0,2,120,45
20073.9,96,0,2,11,45
10153.9,95,0,2,110,45
23990,95,0,2,9,45
39946,95,0,2,150,45
39947,95,0,2,175,45
41605,95,0,2,250,45
14865.9,95,0,2,110,45
10150.9,94,0,2,110,45
31051,94,0,2,75,45
28786.9,94,0,2,22,45
12422.9,93,0,2,60,45
31058,93,0,2,80,45
31063,93,0,2,100,45
12634.9,92,0,2,30,45
40170,92,0,2,0,45
40171,92,0,2,0,45
40172,92,0,2,0,45
40173,92,0,2,0,45
31064,92,0,2,90,45
10143.9,91,0,2,150,45
10164.9,91,0,2,120,45
12948.9,91,0,2,50,45
11226.1,90,0,2,150,45
31062,90,0,2,100,45
20072.9,90,0,2,12,45
31036,89,0,2,650,45
41600,89,0,2,100,45
41631,89,0,2,1237,45
23229.9,89,0,2,10,45
23231.9,89,0,2,12,45
14866.9,88,0,2,110,45
19426.9,88,0,2,8,45
20077.9,88,0,2,11,45
20099.9,88,0,2,11,45
20136.9,88,0,2,24,45
20689.9,88,0,2,200,45
12625.9,87,0,2,135,45
41602,87,0,2,100,45
41633,87,0,2,1237,45
33901,86,0,2,36,45
